plot	X	Y	Mitigada2	Mitigada3	Mitigada4	Water2	Water3	Water4
172169	467888	4633789	116.35	107.98	115	0.5981	0.312	0.1616
172170	468917	4633803	319.67	146.25	167.46	0.2365	0.4357	0.2236
172172	470903	4633790	73.52	62.83	99.7	0.7388	0.5949	0.2014
172174	474907	4633831	15.35	15.16	17.97	0.605	0.2297	0.1155
172176	478909	4633837	4.3	25.92	28.38	0.8803	0.3648	0.2977
172178	481912	4633757	10.47	12.83	10.61	0.6396	0.1179	0.1993
172184	462893	4632783	6.71	45.8	86.35	0.9053	0.731	0.4673
172185	463893	4632717	300.79	181.4	187.55	0.1622	0.1409	0.1369
172186	464897	4632727	274.52	165.37	170.93	0.2459	0.3299	0.2123
172189	467909	4632802	56.58	24.23	24.84	0.3724	0.5748	0.4814
172192	470953	4632732	55.64	37.92	49.1	0.6411	0.5612	0.3381
172194	475906	4632781	27.56	21.39	24.88	0.3591	0.2581	0.0733
172196	477897	4632785	17.97	19.44	19.36	0.4918	0.1613	0.0969
172200	482911	4632767	15.33	9.61	10.03	0.3908	0.3054	0.2062
172201	459865	4631672	157.97	109.98	105.54	0.1843	0.2152	0.087
172202	460887	4631713	94.54	108.1	98.53	0.5946	0.1526	0.2743
172204	462868	4631776	90.05	29	63.34	0.3758	0.6741	0.1745
172206	464933	4631796	123.95	65.81	74.51	0.3288	0.4359	0.2728
172211	469928	4631788	185.08	88.87	90.21	0.2467	0.43	0.3687
172216	475899	4631753	0.54	1.15	0.2	0.8864	0.7956	0.8624
172219	479911	4631796	20.76	17.2	11.29	0.5636	0.1799	0.5203
172220	480917	4631789	20.73	11.88	9.2	0.3959	0.3676	0.4684
172222	489888	4648820	99.88	116.36	125.82	0.6354	0.4238	0.1086
172226	493898	4648762	88	66.34	51.17	0.2486	0.2578	0.286
172228	498933	4648763	34.58	27.55	28.39	0.2829	0.2594	0.0923
172230	487916	4647776	119.54	93.12	84.39	0.4663	0.2322	0.3561
172231	488901	4647752	207.07	148.53	135.5	0.4159	0.441	0.3145
172233	490856	4647774	7.22	29.29	30.36	0.8749	0.3639	0.1989
172235	493939	4647813	105.59	82.73	65.98	0.2196	0.181	0.1928
172236	494918	4647799	146.42	103.49	77.61	0.1501	0.1219	0.2768
172240	487906	4646810	53.23	28.57	37.62	0.2611	0.2494	0.1425
172242	489916	4646787	41.94	67.17	31.34	0.6873	0.3545	0.5648
172243	490857	4646800	230.68	135.8	111.79	0.1633	0.2523	0.2802
172246	493910	4646787	261.76	194.98	121.48	0.136	0.1969	0.2237
172247	494925	4646811	185.21	117.97	90.23	0.2376	0.3866	0.3784
172248	495894	4646781	22.02	20.19	15.81	0.3766	0.1908	0.2684
172249	496920	4646800	35.34	26.55	21.92	0.1446	0.1217	0.1043
172251	487885	4645803	34.65	35.2	50.77	0.7137	0.5576	0.3054
172253	489920	4645801	69.59	25.67	38.02	0.2252	0.6575	0.3018
172255	491863	4645799	37.38	22.66	12.56	0.4907	0.6034	0.6735
172258	494903	4645840	243.99	183.09	135.43	0.25	0.2115	0.3822
172260	496927	4645782	26.67	18.71	15.45	0.1662	0.1284	0.2124
172261	501947	4645789	11.8	8.71	9.04	0.3736	0.3641	0.2535
172265	487910	4644783	86.35	52.62	59.41	0.3221	0.2787	0.1656
172266	488918	4644815	80.28	32.41	34.27	0.2519	0.5178	0.446
172267	489911	4644817	9.74	4.23	5.95	0.6738	0.7454	0.5495
172270	495930	4644792	114.37	66.7	69.44	0.2698	0.5619	0.1614
172272	499899	4644801	93	54.48	53	0.1282	0.2751	0.1888
172275	488851	4643765	114.41	67.78	66.7	0.2404	0.1305	0.2402
172278	491901	4643800	127.83	63.6	53.25	0.4525	0.6127	0.5743
172282	495908	4643772	71.12	50.63	18.57	0.1131	0.1021	0.5954
172283	496866	4643801	46.54	35.72	23.05	0.1808	0.2614	0.3309
172285	498884	4643780	79.13	61.18	53.88	0.2332	0.1227	0.1283
172288	511957	4643783	32.26	26.1	25.34	0.1102	0.0621	0.0588
172290	488829	4642764	23.6	19.37	19.8	0.5147	0.1116	0.2152
172291	489845	4642758	78.19	51.09	46.28	0.4948	0.358	0.3953
172293	491868	4642758	87.03	25.4	52.37	0.3376	0.624	0.2821
172296	494906	4642794	90.88	82	47.96	0.3393	0.1621	0.3968
172299	497888	4642779	32.72	16.84	17.28	0.118	0.4465	0.1905
172301	499925	4642800	14.86	17.55	14.45	0.5673	0.2434	0.3063
172302	503914	4642802	61.82	45.29	41.62	0.1588	0.1292	0.1195
172305	507924	4642754	50.26	33.71	24.38	0.1827	0.3559	0.38
172307	509917	4642799	57.2	41.02	46.41	0.2131	0.3242	0.0841
172309	487919	4641781	72.57	44.94	44.14	0.2045	0.1106	0.1719
172310	488860	4641764	65.81	37.74	39.36	0.1283	0.1535	0.0985
172314	494788	4641911	76.45	54.65	45.39	0.0987	0.1306	0.1089
172315	495902	4641796	131.37	97.19	65.4	0.0764	0.1072	0.188
172320	500911	4641783	138.11	95.2	79.77	0.2294	0.2759	0.2531
172321	501899	4641786	62.9	43.99	36.21	0.1098	0.0923	0.1362
172323	503959	4641768	28.2	21.6	19.26	0.2115	0.174	0.0712
172326	506938	4641778	170.05	129.01	60.82	0.1632	0.3263	0.4829
172329	509913	4641796	16.3	12.89	9.87	0.1753	0.076	0.1976
172332	491831	4640795	130.94	120.17	94.29	0.4488	0.0864	0.2408
172335	494921	4640821	270.29	193.44	146.99	0.11	0.1622	0.1329
172337	496921	4640795	124.21	105.97	56.72	0.2352	0.2394	0.3661
172340	499908	4640786	43.02	22.82	18.13	0.1269	0.3892	0.3781
172341	500893	4640771	64.36	50.12	22.69	0.2425	0.2372	0.5126
172343	503961	4640828	64.82	77.09	30.17	0.537	0.1345	0.573
172344	504951	4640826	12.87	27.43	18.53	0.666	0.1954	0.1414
172347	507874	4640818	60.69	44.66	31.75	0.2016	0.1251	0.326
172350	510889	4640794	32.37	22.76	16.31	0.1228	0.1992	0.342
172353	489933	4639782	89.57	48.99	48.48	0.1008	0.1732	0.1569
172355	491884	4639760	214.95	139.56	113.95	0.0709	0.2044	0.1688
172356	492906	4639778	200.16	157.22	112.92	0.2384	0.2939	0.2391
172358	494907	4639795	106.09	120.29	94.35	0.5428	0.2472	0.2515
172360	496887	4639794	115.01	92.99	60.21	0.1535	0.1913	0.1915
172361	497885	4639781	321.1	254.97	152.18	0.0761	0.2183	0.1728
172364	500895	4639774	77.31	48.06	28.75	0.1974	0.2888	0.4758
172367	503937	4639801	166.78	122.57	84.76	0.1885	0.1306	0.2564
172368	504945	4639788	90.78	68.32	44.02	0.1363	0.2815	0.2361
172370	510924	4639739	52.45	41.67	33.63	0.1957	0.1092	0.1719
172371	489924	4638688	48.3	36.7	37	0.3642	0.3739	0.0897
172373	491883	4638782	21.39	23.15	17.9	0.5132	0.1986	0.1697
172379	498886	4638740	56.59	44.13	21.66	0.1669	0.2503	0.4133
172380	499887	4638808	344.25	292.39	198.21	0.2001	0.1319	0.2651
172384	503925	4638779	104.92	76.21	49.05	0.1371	0.2074	0.2669
172386	505925	4638779	12.3	12.05	7.6	0.5959	0.3393	0.4369
172389	509899	4638871	75.1	51.21	34.44	0.1917	0.2322	0.3712
172390	510870	4638755	81.75	56.2	48.37	0.0899	0.1389	0.1719
172393	493905	4637736	81.17	70.77	45.02	0.2419	0.11	0.2552
172395	495971	4637758	121.33	107.06	82.95	0.2226	0.144	0.1214
172396	496926	4637772	372.89	312.99	216.38	0.3343	0.2446	0.3454
172398	498946	4637776	280.65	269.21	155.64	0.4341	0.3447	0.4337
172399	500869	4637771	267.47	247.84	156.77	0.2383	0.1892	0.2501
172403	504915	4637799	109.02	87.61	64.18	0.22	0.2209	0.203
172404	505890	4637791	165.79	127.61	110.68	0.1571	0.1321	0.1039
172407	508897	4637784	109.04	78.42	25.37	0.1303	0.2727	0.6314
172408	509935	4637833	99.07	69.27	47.92	0.1993	0.0959	0.3147
172409	510909	4637803	60.4	76.71	48.22	0.5572	0.2023	0.4102
172410	490903	4636798	49.13	36.89	31.08	0.2441	0.1601	0.1589
172413	493918	4636777	127.98	65.07	69.05	0.163	0.4154	0.1979
172417	497877	4636773	263.67	219.5	127.52	0.2184	0.1993	0.2823
172418	498909	4636769	177.88	150.42	50.09	0.2262	0.2341	0.6122
172419	500948	4636805	171.32	162.69	89.23	0.1927	0.2646	0.2885
172424	505906	4636760	114.83	96.86	70.62	0.3126	0.1274	0.2779
172425	506907	4636780	132.74	92.22	78.16	0.184	0.1097	0.2543
172431	495906	4635769	104.45	74.42	60.96	0.1304	0.164	0.1299
172432	496852	4635769	123.54	97.35	60.35	0.2044	0.2042	0.386
172434	498895	4635776	136.65	126.36	61.6	0.4196	0.3702	0.5044
172437	501909	4635816	66.01	52.01	32.54	0.1542	0.0643	0.227
172441	507904	4635789	98.41	102	53.64	0.4171	0.0515	0.4921
172445	490889	4634790	19.94	13.2	11.91	0.2028	0.2704	0.1837
172447	493951	4634802	44.52	28.5	24.32	0.1273	0.2062	0.1732
172450	500885	4634809	153.22	105.46	71.09	0.1534	0.2011	0.2783
172452	503946	4634816	61.25	42.99	25.08	0.2879	0.3512	0.4738
172453	504920	4634740	115.69	100.04	69.42	0.2915	0.1231	0.2438
172454	507902	4634795	145.39	113.69	71.5	0.4134	0.3503	0.5431
172459	493891	4633766	22	16.49	10.73	0.2402	0.264	0.3938
172460	494878	4633784	17.7	12.25	8.45	0.2145	0.2909	0.3364
172464	499911	4633773	96.09	106.83	37.76	0.5325	0.2054	0.5821
172465	500878	4633757	54.95	35.04	28.77	0.139	0.0861	0.1929
172470	486908	4632721	26.5	24.55	21.98	0.3734	0.1361	0.0873
172471	492869	4632818	15.38	17.38	14.12	0.505	0.2047	0.1508
172476	501944	4632785	89.78	52.61	43.7	0.2126	0.2249	0.2557
172481	496874	4631776	125.27	87.4	69.73	0.1516	0.1489	0.1894
172484	501906	4631796	117.84	143.76	67.55	0.5307	0.1744	0.4103
172486	503936	4631784	77.03	106.95	56.8	0.6224	0.1314	0.4358
172487	504949	4631779	108.67	105.84	92.43	0.3798	0.1084	0.1357
172502	512929	4643813	8.12	9.75	10.41	0.6062	0.3793	0.2628
172508	515903	4640784	51.43	34.03	56.94	0.4973	0.5516	0.165
172511	512874	4638780	92.25	74.71	69.8	0.3314	0.2179	0.2223
172515	512894	4635757	68.27	44.23	41.9	0.1026	0.116	0.1506
172519	445907	4630795	363.83	237.76	368.88	0.4742	0.187	0.2247
172520	446979	4630769	411.39	258.75	340.66	0.405	0.4466	0.3381
172522	448905	4630786	419.17	208.64	331	0.205	0.3676	0.1167
172524	450955	4630790	45.46	65.06	97.73	0.7722	0.3753	0.2731
172527	453957	4630849	366.64	264.69	184.43	0.187	0.1219	0.3652
172529	445902	4629790	250.49	196.37	232.74	0.6408	0.1778	0.584
172534	452931	4629802	180.37	135.48	167.48	0.5269	0.285	0.1614
172536	454937	4629727	81.37	71.52	68.54	0.5198	0.1104	0.2493
172537	455911	4629797	170.89	125.38	131.07	0.4652	0.3603	0.2349
172541	453926	4628792	191.65	147.74	175.08	0.6343	0.3468	0.3085
172542	454886	4628787	327.9	186.51	200.05	0.6814	0.5881	0.5939
172543	455933	4628786	342.83	258.61	279.83	0.5038	0.1361	0.2671
172549	455924	4626817	292.12	177.37	208.73	0.7255	0.5827	0.5844
172555	462956	4630850	108.54	141.88	138.75	0.6674	0.2627	0.1287
172559	466890	4630795	89.41	65.22	53.86	0.3668	0.2581	0.3068
172560	467912	4630844	58.9	38.16	27.97	0.4608	0.4452	0.4984
172561	468920	4630856	257.32	102.31	163.06	0.2771	0.5641	0.1858
172567	456876	4629841	28.58	25.15	23.97	0.6281	0.305	0.373
172572	463912	4629766	157.62	100.22	104.23	0.1622	0.117	0.0751
172573	464862	4629765	68.51	29.07	44.68	0.2883	0.5623	0.1637
172576	467954	4629837	102.21	123.01	118.87	0.7302	0.2646	0.2483
172580	473967	4629790	33.96	20.63	35.81	0.7526	0.6996	0.4669
172582	482000	4629786	20.93	17.88	15.2	0.3987	0.1693	0.145
172587	459904	4628830	119.53	99.85	92.16	0.5315	0.2038	0.2936
172589	463924	4628799	125.85	76.92	77.83	0.2337	0.2633	0.1965
172592	466930	4628836	145.25	123.53	76.96	0.4965	0.3237	0.4528
172594	468950	4628871	123.89	73.66	67.79	0.3653	0.3928	0.2988
172596	480980	4628816	31.95	19.78	14.41	0.331	0.3251	0.4725
172598	482960	4628752	30.83	21.92	21.6	0.2997	0.1289	0.1004
172599	483969	4628713	33.89	20.8	22.29	0.2286	0.255	0.0859
172602	458916	4627842	248.78	138.32	106.25	0.2458	0.4486	0.4682
172606	464956	4627825	93.18	73.41	72.28	0.3653	0.3049	0.1151
172608	466913	4627782	54.07	1.06	21.11	0.4299	0.8888	0.5999
172611	470952	4627806	6.8	9.51	13.05	0.8423	0.6402	0.5097
172612	471957	4627797	13.5	20.09	27.71	0.8318	0.6201	0.4501
172618	458000	4626706	138.49	83.23	99.23	0.2323	0.2967	0.1011
172619	458879	4626797	195.85	133.85	143.93	0.1829	0.1345	0.0678
172624	465872	4626810	491.9	368.15	312.48	0.458	0.2651	0.3187
172625	466904	4626830	33.62	12.67	11.56	0.2825	0.5452	0.5348
172627	470885	4626774	16.76	26.23	34.8	0.8052	0.5547	0.3686
172628	471878	4626867	46.41	19.36	44.09	0.7164	0.7511	0.5075
172629	472916	4626813	16.73	7.77	12.45	0.5319	0.5955	0.3054
172633	456955	4625794	325.69	215.16	244.27	0.6575	0.5579	0.4481
172634	458952	4625796	233.02	163.98	153.7	0.1996	0.1387	0.1276
172635	459975	4625776	129.75	110.29	120.58	0.6625	0.3944	0.3858
172637	461946	4625846	606.63	397.64	414.65	0.2127	0.0932	0.0989
172638	462879	4625808	119.1	79.35	55.28	0.4121	0.5031	0.4606
172639	463906	4625841	101.11	55.84	55.38	0.4222	0.4557	0.3689
172643	467922	4625830	159.84	70.48	86.14	0.2061	0.5877	0.1701
172646	471894	4625872	51.86	41.5	41.39	0.597	0.3605	0.3206
172647	472910	4625798	29.39	32.52	31.23	0.6277	0.2341	0.1637
172649	457914	4624815	426.26	280.14	290.05	0.1949	0.1421	0.3867
172651	459877	4624848	105.51	77.12	76.07	0.3447	0.166	0.1292
172655	464903	4624797	232.79	99.58	91.56	0.1417	0.5475	0.345
172661	470902	4624820	135.62	82.93	80.08	0.4235	0.2813	0.3728
172662	471908	4624821	131.68	90.35	95.59	0.2874	0.3129	0.0597
172663	473935	4624833	51.29	43.07	50.93	0.551	0.3969	0.1212
172666	460931	4623768	44.55	32.09	53.38	0.6769	0.7002	0.2943
172668	462881	4623764	29.9	22.48	23.15	0.4338	0.3297	0.0988
172673	467946	4623782	169.28	86.87	73.35	0.1436	0.3488	0.3166
172678	481943	4623779	23.57	13.83	12.04	0.3723	0.3653	0.2647
172679	482927	4623792	21.59	28.88	16.79	0.6345	0.1421	0.3285
172682	463955	4622820	106.93	76.04	43.55	0.3663	0.3732	0.4316
172688	470910	4622764	66.66	57.78	48.38	0.3484	0.0655	0.0773
172691	473927	4622832	33.26	16.62	15.59	0.5485	0.5801	0.5839
172692	474908	4622764	140.42	109.76	64.56	0.3324	0.1036	0.3738
172693	476935	4622794	121.16	66.17	51.76	0.1577	0.2765	0.2749
172696	460907	4621780	70.82	32.6	37.82	0.1598	0.459	0.1474
172698	464913	4621783	170.86	124.52	70.08	0.3609	0.3589	0.4364
172701	473895	4621802	91.88	40.71	38.89	0.36	0.5047	0.4837
172704	479959	4621780	50.38	35.38	32.57	0.449	0.2658	0.2229
172705	480967	4621724	28.94	17.73	7.71	0.107	0.0983	0.4926
172713	478898	4620741	39.7	22.92	25.23	0.4744	0.4426	0.283
172715	480885	4620743	164.89	95.81	60.56	0.145	0.2292	0.3877
172720	480947	4618803	176.6	106	79.88	0.1403	0.1615	0.1688
172721	481994	4618797	218.8	134.17	94.39	0.2366	0.2194	0.3739
172723	480922	4617726	44.51	33.8	27.67	0.2191	0.0948	0.0717
172724	481906	4617799	74.93	44.88	35.39	0.1693	0.2366	0.1814
172725	482955	4617699	55.67	34.21	4.93	0.2875	0.2574	0.7927
172726	483979	4617702	108.99	80.74	64.56	0.2506	0.1025	0.1255
172728	482992	4616768	67.39	44.5	38.39	0.2604	0.2301	0.1185
172729	483977	4616760	64.94	41.34	26.01	0.171	0.2459	0.2603
172733	493924	4630791	45.83	40.62	40.33	0.5899	0.3632	0.2678
172735	495931	4630775	41.27	27.53	7.12	0.191	0.1865	0.688
172737	497907	4630786	83.77	70.42	50.17	0.2503	0.1453	0.1947
172743	485920	4629741	24.7	22.05	15.92	0.4323	0.1975	0.3141
172744	486943	4629754	8.05	9.31	7.48	0.5876	0.1811	0.2944
172747	492945	4629818	21.7	38.18	32.82	0.7632	0.2524	0.2875
172749	494920	4629783	22.21	18.14	12.88	0.4424	0.2454	0.4101
172750	495943	4629747	78.62	49.59	20.75	0.2483	0.2737	0.6329
172755	484918	4628773	25.5	14.04	15.66	0.211	0.2573	0.1196
172762	496126	4628733	154.23	115.81	45.26	0.2436	0.1766	0.5666
172763	496943	4628793	83.06	50.97	20.81	0.2004	0.2372	0.6133
172766	486907	4627800	16.95	12.6	8.89	0.514	0.3473	0.458
172768	489904	4627756	35.99	30.34	33.71	0.5734	0.3175	0.231
172769	490879	4627756	43.38	30.66	19.12	0.2867	0.2284	0.4515
172773	495900	4627818	94.05	66.35	20.64	0.1755	0.1489	0.6686
172777	500907	4627719	66.02	52.77	43.02	0.263	0.211	0.2115
172782	485950	4626853	167.28	106.37	84.31	0.1999	0.1217	0.2644
172783	486936	4626867	142.18	86.13	68.2	0.191	0.2227	0.3292
172784	487938	4626789	149.17	84.05	77.14	0.1298	0.2165	0.1437
172785	488908	4626814	101.62	68.85	64.66	0.3818	0.1994	0.3111
172786	489915	4626790	88.6	50.7	46.84	0.1366	0.2093	0.1681
172788	491915	4626737	24.5	17.99	15.4	0.4655	0.3899	0.3115
172791	495869	4626769	182.17	142.6	71.83	0.4579	0.267	0.5891
172792	496857	4626738	90.3	66.66	34.69	0.2275	0.2571	0.3981
172793	497917	4626780	199.12	28.33	93.61	0.4186	0.8115	0.4924
172794	498893	4626757	157.5	109.68	82.65	0.1813	0.1871	0.2451
172799	486898	4625778	71.38	51.66	35.61	0.1815	0.159	0.3761
172800	487876	4625783	175.64	128.09	82.44	0.1736	0.1577	0.4279
172801	488922	4625766	18.7	7.82	11.27	0.1849	0.4539	0.2838
172805	492918	4625782	110.5	92.61	66.24	0.4631	0.1977	0.3798
172808	495906	4625785	84.64	61.81	39.03	0.2415	0.1303	0.37
172811	498872	4625788	213.67	164.43	136.03	0.1914	0.2351	0.2592
172814	484911	4624799	30.76	19.1	12.24	0.1927	0.1791	0.3565
172816	486936	4624756	168.62	131	83.56	0.2301	0.1751	0.3497
172817	487923	4624763	199.58	145.76	134.35	0.1592	0.1535	0.1706
172818	488938	4624802	110.64	71.82	58.33	0.1235	0.2652	0.3131
172824	495952	4624778	297.86	185.84	156.18	0.2393	0.3292	0.3681
172831	484925	4623800	45.68	27.01	23.16	0.1566	0.1989	0.1752
172832	485929	4623828	118.72	81.25	46.6	0.2071	0.1864	0.4238
172833	486898	4623768	99.85	71.16	59.96	0.2444	0.2687	0.2869
172835	488931	4623766	120.17	84.39	86.32	0.1857	0.2127	0.1324
172839	492906	4623763	78.76	64.01	44.84	0.0933	0.1396	0.1657
172840	493905	4623748	388.76	314.6	231.88	0.2547	0.2692	0.3645
172846	486929	4622803	35.55	23.06	17.87	0.2679	0.3328	0.3753
172848	488926	4622811	67.53	25.32	26.67	0.2548	0.2729	0.5021
172851	492944	4622775	119.27	102.82	75.75	0.3002	0.2087	0.3494
172853	495921	4622796	241.1	207.61	173.59	0.2851	0.2621	0.2412
172856	486842	4621731	21.43	20.17	11.37	0.5348	0.1751	0.5002
172857	487973	4621821	148.1	104.27	69.18	0.1419	0.1854	0.2403
172860	490880	4621797	148.98	114.13	85.95	0.1482	0.1506	0.2763
172864	494887	4621746	114.86	86.82	68.5	0.22	0.2084	0.2442
172865	485925	4620807	74.44	60.73	46.39	0.3669	0.117	0.2756
172870	490904	4620764	99.85	89	83.32	0.3132	0.2704	0.1992
172872	492943	4620736	95.55	80.8	67.8	0.2395	0.1494	0.1419
172873	493941	4620753	21.64	9.92	6.82	0.4016	0.5652	0.6433
172874	494952	4620768	33.89	17.85	15.76	0.1532	0.4265	0.3042
172876	486885	4619791	9.28	6.39	3.64	0.287	0.1992	0.4523
172884	487908	4618801	211.39	135.42	94.82	0.145	0.2175	0.2358
172885	490938	4618736	68.97	49.54	34.85	0.1876	0.157	0.3114
172886	491912	4618760	29.92	23	17.55	0.2215	0.1334	0.2504
172892	484910	4616780	20.9	24.84	24.62	0.7656	0.5905	0.4258
172895	473942	4665807	69.88	61.36	74.04	0.5366	0.0769	0.044
250001	310872	4744802	307.1	318.25	374.7	0.5273	0.7122	0.5711
250002	311896	4744883	242.33	316.63	257.1	0.1443	0.256	0.5129
250005	312883	4743851	370.19	642.47	480.62	0.0946	0.3453	0.3227
250007	315923	4743761	602.14	752.69	772.75	0.5409	0.6356	0.5924
250008	317855	4743804	56.76	95.05	43.87	0.5114	0.7111	0.7341
250010	320792	4743638	285.04	338.45	325.4	0.3651	0.6159	0.6149
250013	314036	4742743	147.11	294.16	289.44	0.6708	0.6856	0.6506
250016	316881	4742781	151.35	257.76	299.86	0.5154	0.4579	0.2393
250017	317784	4742755	347.79	409.86	439.57	0.1058	0.2702	0.1005
250019	319906	4742794	684.22	691.89	578.49	0.077	0.232	0.7281
250021	311746	4741618	140.96	547.55	425.71	0.7109	0.4424	0.4626
250022	312956	4741671	1058.41	1317.91	739.51	0.0604	0.3398	0.6516
250023	313900	4741793	398.6	667.58	646.16	0.2808	0.1891	0.0988
250028	312979	4740794	367.84	503.17	293.34	0.2066	0.4833	0.7069
250034	313986	4739790	401.19	445.7	431.5	0.2489	0.5538	0.4324
250035	308968	4738698	154.34	162.59	166.91	0.0586	0.3297	0.1945
250037	312901	4738754	196.27	267.75	305.43	0.3885	0.3701	0.2405
250039	315011	4738762	2060.2	1812.11	2137.62	0.0609	0.3254	0.1251
250042	309880	4737715	259.1	381.11	343.28	0.285	0.5765	0.4143
250043	311984	4737873	53.53	186.69	283.21	0.7821	0.5396	0.3987
250044	312946	4737878	575.84	558.57	601.07	0.0946	0.221	0.2228
250046	317935	4737884	540.29	451.5	478.31	0.0635	0.3497	0.5099
250048	307818	4736756	581.59	519.45	504.33	0.1181	0.445	0.3454
250049	308892	4736689	367.45	475.22	523.74	0.4012	0.4443	0.2249
250050	309886	4736759	227.11	256.65	228.92	0.0286	0.2971	0.1618
250051	313901	4736753	857.37	652.97	716.98	0.315	0.5843	0.4624
250052	315915	4736803	360.25	392.71	481.85	0.5323	0.7014	0.5671
250056	310866	4735833	235.23	465.53	388.24	0.6589	0.6548	0.593
250058	314002	4735838	256.64	285.37	305.85	0.4229	0.591	0.4838
250059	314983	4735754	465.34	520.66	544.67	0.2835	0.4807	0.3585
250060	315906	4735781	195.29	157.91	220.4	0.3373	0.5959	0.5511
250062	309900	4734780	533.06	656.66	703.27	0.4012	0.3739	0.2328
250063	310936	4734681	244.49	158.45	231.08	0.4804	0.7578	0.5286
250064	317939	4734814	202.05	293.9	334.71	0.4343	0.4435	0.2732
250066	311657	4733786	409.81	408.56	422.84	0.1854	0.5567	0.4599
250067	312910	4733812	924.51	977.02	1083.73	0.4413	0.7138	0.5926
250070	316947	4733764	257.29	431.93	423.75	0.5465	0.544	0.4932
250073	311908	4732731	295.01	250.23	264.63	0.1423	0.381	0.2888
250076	315890	4732810	296.42	339.5	427.96	0.4344	0.5687	0.4443
250077	316824	4732842	253.76	477.8	534.92	0.5717	0.4049	0.3222
250079	312860	4731767	570.29	624.33	634.53	0.3481	0.5333	0.4304
250080	313951	4731759	1817.57	1808.41	1856.55	0.0469	0.1562	0.1839
250083	317979	4731747	113.38	109.44	85.16	0.0254	0.2511	0.4306
250084	318955	4731769	208.9	347.67	276.94	0.5902	0.4232	0.5626
250085	311856	4730842	291.34	427.59	472.99	0.317	0.3718	0.0508
250088	312906	4729796	473.88	337.64	417.22	0.2487	0.724	0.5844
250089	313908	4729784	963.32	146.37	151.2	0.1676	0.8689	0.8566
250094	319881	4728787	399.07	380.16	279.9	0.1357	0.2865	0.6545
250095	311886	4727808	1409.19	1039.47	1273.29	0.3839	0.6714	0.7167
250096	317940	4727820	61.62	131.16	162.45	0.7517	0.5568	0.6246
250097	319908	4727772	1012.06	794.87	999.88	0.0438	0.3215	0.148
250098	316930	4726851	612.97	382.11	513.66	0.0823	0.5582	0.4466
250100	322817	4742852	277.73	308.76	366.81	0.2551	0.4465	0.2307
250111	339916	4735804	593.51	368.31	578.46	0.0316	0.0985	0.0501
250123	334963	4733785	437.82	279.7	507.42	0.4084	0.546	0.3989
250130	344894	4733776	444.96	306.52	437.11	0.0737	0.0473	0.0546
250131	321943	4732771	400.11	411.93	461.43	0.2934	0.3573	0.3695
250136	343806	4732856	171.59	103.31	185.21	0.504	0.5338	0.4753
250137	345904	4732802	220.06	178.61	279.7	0.5746	0.4318	0.4959
250145	344896	4730856	398.84	233.75	356.39	0.0195	0.1028	0.4131
250146	345888	4730837	2079.53	1256.47	2505.42	0.436	0.4413	0.2598
250147	346999	4730778	1676.22	837.76	1092.87	0.3416	0.5507	0.6049
250148	333886	4729751	322.64	220.77	306.93	0.5986	0.5636	0.6804
250150	345900	4729787	229.76	250.97	611.83	0.7719	0.5535	0.2049
250152	326906	4728796	2546.01	1826.04	2438.82	0.0747	0.3989	0.2842
250153	329975	4728765	307.8	210.06	346.8	0.4079	0.471	0.5087
250160	330874	4727779	307.82	158.79	375.99	0.5797	0.6356	0.6016
250161	340905	4727783	507.03	417.8	638.64	0.615	0.4336	0.4887
250163	344937	4727742	89.98	89.71	120.89	0.8112	0.7222	0.7887
250167	329917	4726769	206.33	113.37	211.59	0.2679	0.4324	0.3832
250171	339868	4726721	1346.05	533.3	892.5	0.1439	0.2626	0.4603
250174	340943	4725596	221.73	192.41	232.32	0.6635	0.4705	0.6961
250175	343906	4725796	683.33	342.44	512.64	0.1665	0.29	0.4067
250176	344908	4725720	184.08	102.97	148.79	0.4055	0.4701	0.5662
250180	353843	4728751	249.83	183	118.49	0.775	0.7884	0.8738
250181	354816	4728750	584.36	328.51	591.91	0.1612	0.318	0.2231
250182	355882	4727766	207.85	125.28	202.53	0.5259	0.553	0.6425
250183	356864	4727787	373.8	215.13	328.47	0.2027	0.1874	0.4555
250185	354911	4726792	258.21	254.23	373.92	0.4359	0.0834	0.3598
250186	355919	4726829	282.26	248.6	418.89	0.3916	0.2441	0.1802
250187	356913	4726769	590.67	509.55	1149.27	0.6409	0.5697	0.3308
250189	361861	4726783	402.56	278.84	514.15	0.1756	0.1567	0.0837
250191	354924	4725757	451.01	284.31	508.41	0.1208	0.1773	0.1021
250192	355906	4725796	229.15	124.72	248.94	0.5424	0.6288	0.6152
250193	359883	4725632	118.53	136.2	228.99	0.6978	0.1441	0.5695
250197	318020	4725835	441.62	446.37	540.66	0.2937	0.418	0.2976
250201	317951	4721831	102.91	79.83	106.2	0.4355	0.6844	0.5446
250202	318928	4721875	325.65	449.34	771	0.7988	0.7953	0.6884
250209	316815	4717829	407.69	196.39	284.64	0.4228	0.6652	0.6146
250213	316906	4714796	246.16	74.99	176.18	0.5457	0.7991	0.7133
250215	315989	4711752	537.23	318.99	423.09	0.6373	0.6649	0.6931
250219	324884	4725804	294.65	269.42	337.7	0.3155	0.5144	0.374
250221	326912	4725713	198.74	154.69	273.57	0.4741	0.4523	0.4054
250222	327986	4725771	87.64	50.32	113.9	0.5794	0.6277	0.5841
